>>>>>>>>>>>>>>>>>>>>>>>>> General info Annotation: 773047 <<<<<<<<<<<<<<<<<<<<<<<<<
Global counter,19570
Global_image_counter,150864
Annotation_area,136748946.77811477

---------- KI67 NEGATIVOS ----------
count,8706
global_image_count,65982
---------- KI67 POSITIVOS ----------
count,10864
global_image_count,84882

